Timestep,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,Cluster
50,5001.0,10.0,10.0,5001.0,10.0,10.0,10.0,5001.0,10.0,10.0,5001.0,10.0,5001.0,10.0,10.0,10.0,10.0,10.0,10.0,5001.0,10.0,10.0,5001.0,10.0,10.0,5001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5001.0,10.0,10.0,5001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
51,5101.0,10.0,10.0,5101.0,10.0,10.0,10.0,5101.0,10.0,10.0,5101.0,10.0,5101.0,10.0,10.0,10.0,10.0,10.0,10.0,5101.0,10.0,10.0,5101.0,10.0,10.0,5101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5101.0,10.0,10.0,5101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
52,5201.0,10.0,10.0,5201.0,10.0,10.0,10.0,5201.0,10.0,10.0,5201.0,10.0,5201.0,10.0,10.0,10.0,10.0,10.0,10.0,5201.0,10.0,10.0,5201.0,10.0,10.0,5201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5201.0,10.0,10.0,5201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
53,5301.0,10.0,10.0,5301.0,10.0,10.0,10.0,5301.0,10.0,10.0,5301.0,10.0,5301.0,10.0,10.0,10.0,10.0,10.0,10.0,5301.0,10.0,10.0,5301.0,10.0,10.0,5301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5301.0,10.0,10.0,5301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
54,5401.0,10.0,10.0,5401.0,10.0,10.0,10.0,5401.0,10.0,10.0,5401.0,10.0,5401.0,10.0,10.0,10.0,10.0,10.0,10.0,5401.0,10.0,10.0,5401.0,10.0,10.0,5401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5401.0,10.0,10.0,5401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
55,5501.0,10.0,10.0,5501.0,10.0,10.0,10.0,5501.0,10.0,10.0,5501.0,10.0,5501.0,10.0,10.0,10.0,10.0,10.0,10.0,5501.0,10.0,10.0,5501.0,10.0,10.0,5501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5501.0,10.0,10.0,5501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
56,5601.0,10.0,10.0,5601.0,10.0,10.0,10.0,5601.0,10.0,10.0,5601.0,10.0,5601.0,10.0,10.0,10.0,10.0,10.0,10.0,5601.0,10.0,10.0,5601.0,10.0,10.0,5601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5601.0,10.0,10.0,5601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
57,5701.0,10.0,10.0,5701.0,10.0,10.0,10.0,5701.0,10.0,10.0,5701.0,10.0,5701.0,10.0,10.0,10.0,10.0,10.0,10.0,5701.0,10.0,10.0,5701.0,10.0,10.0,5701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5701.0,10.0,10.0,5701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
58,5801.0,10.0,10.0,5801.0,10.0,10.0,10.0,5801.0,10.0,10.0,5801.0,10.0,5801.0,10.0,10.0,10.0,10.0,10.0,10.0,5801.0,10.0,10.0,5801.0,10.0,10.0,5801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5801.0,10.0,10.0,5801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
59,5901.0,10.0,10.0,5901.0,10.0,10.0,10.0,5901.0,10.0,10.0,5901.0,10.0,5901.0,10.0,10.0,10.0,10.0,10.0,10.0,5901.0,10.0,10.0,5901.0,10.0,10.0,5901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5901.0,10.0,10.0,5901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
60,6001.0,10.0,10.0,6001.0,10.0,10.0,10.0,6001.0,10.0,10.0,6001.0,10.0,6001.0,10.0,10.0,10.0,10.0,10.0,10.0,6001.0,10.0,10.0,6001.0,10.0,10.0,6001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6001.0,10.0,10.0,6001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
61,6101.0,10.0,10.0,6101.0,10.0,10.0,10.0,6101.0,10.0,10.0,6101.0,10.0,6101.0,10.0,10.0,10.0,10.0,10.0,10.0,6101.0,10.0,10.0,6101.0,10.0,10.0,6101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6101.0,10.0,10.0,6101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
62,6201.0,10.0,10.0,6201.0,10.0,10.0,10.0,6201.0,10.0,10.0,6201.0,10.0,6201.0,10.0,10.0,10.0,10.0,10.0,10.0,6201.0,10.0,10.0,6201.0,10.0,10.0,6201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6201.0,10.0,10.0,6201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
63,6301.0,10.0,10.0,6301.0,10.0,10.0,10.0,6301.0,10.0,10.0,6301.0,10.0,6301.0,10.0,10.0,10.0,10.0,10.0,10.0,6301.0,10.0,10.0,6301.0,10.0,10.0,6301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6301.0,10.0,10.0,6301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
64,6401.0,10.0,10.0,6401.0,10.0,10.0,10.0,6401.0,10.0,10.0,6401.0,10.0,6401.0,10.0,10.0,10.0,10.0,10.0,10.0,6401.0,10.0,10.0,6401.0,10.0,10.0,6401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6401.0,10.0,10.0,6401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
65,6501.0,10.0,10.0,6501.0,10.0,10.0,10.0,6501.0,10.0,10.0,6501.0,10.0,6501.0,10.0,10.0,10.0,10.0,10.0,10.0,6501.0,10.0,10.0,6501.0,10.0,10.0,6501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6501.0,10.0,10.0,6501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
66,6601.0,10.0,10.0,6601.0,10.0,10.0,10.0,6601.0,10.0,10.0,6601.0,10.0,6601.0,10.0,10.0,10.0,10.0,10.0,10.0,6601.0,10.0,10.0,6601.0,10.0,10.0,6601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6601.0,10.0,10.0,6601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
67,6701.0,10.0,10.0,6701.0,10.0,10.0,10.0,6701.0,10.0,10.0,6701.0,10.0,6701.0,10.0,10.0,10.0,10.0,10.0,10.0,6701.0,10.0,10.0,6701.0,10.0,10.0,6701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6701.0,10.0,10.0,6701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
68,6801.0,10.0,10.0,6801.0,10.0,10.0,10.0,6801.0,10.0,10.0,6801.0,10.0,6801.0,10.0,10.0,10.0,10.0,10.0,10.0,6801.0,10.0,10.0,6801.0,10.0,10.0,6801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6801.0,10.0,10.0,6801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
69,6901.0,10.0,10.0,6901.0,10.0,10.0,10.0,6901.0,10.0,10.0,6901.0,10.0,6901.0,10.0,10.0,10.0,10.0,10.0,10.0,6901.0,10.0,10.0,6901.0,10.0,10.0,6901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,6901.0,10.0,10.0,6901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
70,7001.0,10.0,10.0,7001.0,10.0,10.0,10.0,7001.0,10.0,10.0,7001.0,10.0,7001.0,10.0,10.0,10.0,10.0,10.0,10.0,7001.0,10.0,10.0,7001.0,10.0,10.0,7001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7001.0,10.0,10.0,7001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
71,7101.0,10.0,10.0,7101.0,10.0,10.0,10.0,7101.0,10.0,10.0,7101.0,10.0,7101.0,10.0,10.0,10.0,10.0,10.0,10.0,7101.0,10.0,10.0,7101.0,10.0,10.0,7101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7101.0,10.0,10.0,7101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
72,7201.0,10.0,10.0,7201.0,10.0,10.0,10.0,7201.0,10.0,10.0,7201.0,10.0,7201.0,10.0,10.0,10.0,10.0,10.0,10.0,7201.0,10.0,10.0,7201.0,10.0,10.0,7201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7201.0,10.0,10.0,7201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
73,7301.0,10.0,10.0,7301.0,10.0,10.0,10.0,7301.0,10.0,10.0,7301.0,10.0,7301.0,10.0,10.0,10.0,10.0,10.0,10.0,7301.0,10.0,10.0,7301.0,10.0,10.0,7301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7301.0,10.0,10.0,7301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
74,7401.0,10.0,10.0,7401.0,10.0,10.0,10.0,7401.0,10.0,10.0,7401.0,10.0,7401.0,10.0,10.0,10.0,10.0,10.0,10.0,7401.0,10.0,10.0,7401.0,10.0,10.0,7401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7401.0,10.0,10.0,7401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
75,7501.0,10.0,10.0,7501.0,10.0,10.0,10.0,7501.0,10.0,10.0,7501.0,10.0,7501.0,10.0,10.0,10.0,10.0,10.0,10.0,7501.0,10.0,10.0,7501.0,10.0,10.0,7501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7501.0,10.0,10.0,7501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
76,7601.0,10.0,10.0,7601.0,10.0,10.0,10.0,7601.0,10.0,10.0,7601.0,10.0,7601.0,10.0,10.0,10.0,10.0,10.0,10.0,7601.0,10.0,10.0,7601.0,10.0,10.0,7601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7601.0,10.0,10.0,7601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
77,7701.0,10.0,10.0,7701.0,10.0,10.0,10.0,7701.0,10.0,10.0,7701.0,10.0,7701.0,10.0,10.0,10.0,10.0,10.0,10.0,7701.0,10.0,10.0,7701.0,10.0,10.0,7701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7701.0,10.0,10.0,7701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
78,7801.0,10.0,10.0,7801.0,10.0,10.0,10.0,7801.0,10.0,10.0,7801.0,10.0,7801.0,10.0,10.0,10.0,10.0,10.0,10.0,7801.0,10.0,10.0,7801.0,10.0,10.0,7801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7801.0,10.0,10.0,7801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
79,7901.0,10.0,10.0,7901.0,10.0,10.0,10.0,7901.0,10.0,10.0,7901.0,10.0,7901.0,10.0,10.0,10.0,10.0,10.0,10.0,7901.0,10.0,10.0,7901.0,10.0,10.0,7901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,7901.0,10.0,10.0,7901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
80,8001.0,10.0,10.0,8001.0,10.0,10.0,10.0,8001.0,10.0,10.0,8001.0,10.0,8001.0,10.0,10.0,10.0,10.0,10.0,10.0,8001.0,10.0,10.0,8001.0,10.0,10.0,8001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8001.0,10.0,10.0,8001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
81,8101.0,10.0,10.0,8101.0,10.0,10.0,10.0,8101.0,10.0,10.0,8101.0,10.0,8101.0,10.0,10.0,10.0,10.0,10.0,10.0,8101.0,10.0,10.0,8101.0,10.0,10.0,8101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8101.0,10.0,10.0,8101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
82,8201.0,10.0,10.0,8201.0,10.0,10.0,10.0,8201.0,10.0,10.0,8201.0,10.0,8201.0,10.0,10.0,10.0,10.0,10.0,10.0,8201.0,10.0,10.0,8201.0,10.0,10.0,8201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8201.0,10.0,10.0,8201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
83,8301.0,10.0,10.0,8301.0,10.0,10.0,10.0,8301.0,10.0,10.0,8301.0,10.0,8301.0,10.0,10.0,10.0,10.0,10.0,10.0,8301.0,10.0,10.0,8301.0,10.0,10.0,8301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8301.0,10.0,10.0,8301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
84,8401.0,10.0,10.0,8401.0,10.0,10.0,10.0,8401.0,10.0,10.0,8401.0,10.0,8401.0,10.0,10.0,10.0,10.0,10.0,10.0,8401.0,10.0,10.0,8401.0,10.0,10.0,8401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8401.0,10.0,10.0,8401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
85,8501.0,10.0,10.0,8501.0,10.0,10.0,10.0,8501.0,10.0,10.0,8501.0,10.0,8501.0,10.0,10.0,10.0,10.0,10.0,10.0,8501.0,10.0,10.0,8501.0,10.0,10.0,8501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8501.0,10.0,10.0,8501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
86,8601.0,10.0,10.0,8601.0,10.0,10.0,10.0,8601.0,10.0,10.0,8601.0,10.0,8601.0,10.0,10.0,10.0,10.0,10.0,10.0,8601.0,10.0,10.0,8601.0,10.0,10.0,8601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8601.0,10.0,10.0,8601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
87,8701.0,10.0,10.0,8701.0,10.0,10.0,10.0,8701.0,10.0,10.0,8701.0,10.0,8701.0,10.0,10.0,10.0,10.0,10.0,10.0,8701.0,10.0,10.0,8701.0,10.0,10.0,8701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8701.0,10.0,10.0,8701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
88,8801.0,10.0,10.0,8801.0,10.0,10.0,10.0,8801.0,10.0,10.0,8801.0,10.0,8801.0,10.0,10.0,10.0,10.0,10.0,10.0,8801.0,10.0,10.0,8801.0,10.0,10.0,8801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8801.0,10.0,10.0,8801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
89,8901.0,10.0,10.0,8901.0,10.0,10.0,10.0,8901.0,10.0,10.0,8901.0,10.0,8901.0,10.0,10.0,10.0,10.0,10.0,10.0,8901.0,10.0,10.0,8901.0,10.0,10.0,8901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8901.0,10.0,10.0,8901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
90,9001.0,10.0,10.0,9001.0,10.0,10.0,10.0,9001.0,10.0,10.0,9001.0,10.0,9001.0,10.0,10.0,10.0,10.0,10.0,10.0,9001.0,10.0,10.0,9001.0,10.0,10.0,9001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9001.0,10.0,10.0,9001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
91,9101.0,10.0,10.0,9101.0,10.0,10.0,10.0,9101.0,10.0,10.0,9101.0,10.0,9101.0,10.0,10.0,10.0,10.0,10.0,10.0,9101.0,10.0,10.0,9101.0,10.0,10.0,9101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9101.0,10.0,10.0,9101.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
92,9201.0,10.0,10.0,9201.0,10.0,10.0,10.0,9201.0,10.0,10.0,9201.0,10.0,9201.0,10.0,10.0,10.0,10.0,10.0,10.0,9201.0,10.0,10.0,9201.0,10.0,10.0,9201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9201.0,10.0,10.0,9201.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
93,9301.0,10.0,10.0,9301.0,10.0,10.0,10.0,9301.0,10.0,10.0,9301.0,10.0,9301.0,10.0,10.0,10.0,10.0,10.0,10.0,9301.0,10.0,10.0,9301.0,10.0,10.0,9301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9301.0,10.0,10.0,9301.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
94,9401.0,10.0,10.0,9401.0,10.0,10.0,10.0,9401.0,10.0,10.0,9401.0,10.0,9401.0,10.0,10.0,10.0,10.0,10.0,10.0,9401.0,10.0,10.0,9401.0,10.0,10.0,9401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9401.0,10.0,10.0,9401.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
95,9501.0,10.0,10.0,9501.0,10.0,10.0,10.0,9501.0,10.0,10.0,9501.0,10.0,9501.0,10.0,10.0,10.0,10.0,10.0,10.0,9501.0,10.0,10.0,9501.0,10.0,10.0,9501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9501.0,10.0,10.0,9501.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
96,9601.0,10.0,10.0,9601.0,10.0,10.0,10.0,9601.0,10.0,10.0,9601.0,10.0,9601.0,10.0,10.0,10.0,10.0,10.0,10.0,9601.0,10.0,10.0,9601.0,10.0,10.0,9601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9601.0,10.0,10.0,9601.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
97,9701.0,10.0,10.0,9701.0,10.0,10.0,10.0,9701.0,10.0,10.0,9701.0,10.0,9701.0,10.0,10.0,10.0,10.0,10.0,10.0,9701.0,10.0,10.0,9701.0,10.0,10.0,9701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9701.0,10.0,10.0,9701.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
98,9801.0,10.0,10.0,9801.0,10.0,10.0,10.0,9801.0,10.0,10.0,9801.0,10.0,9801.0,10.0,10.0,10.0,10.0,10.0,10.0,9801.0,10.0,10.0,9801.0,10.0,10.0,9801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9801.0,10.0,10.0,9801.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
99,9901.0,10.0,10.0,9901.0,10.0,10.0,10.0,9901.0,10.0,10.0,9901.0,10.0,9901.0,10.0,10.0,10.0,10.0,10.0,10.0,9901.0,10.0,10.0,9901.0,10.0,10.0,9901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9901.0,10.0,10.0,9901.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
100,10001.0,10.0,10.0,10001.0,10.0,10.0,10.0,10001.0,10.0,10.0,10001.0,10.0,10001.0,10.0,10.0,10.0,10.0,10.0,10.0,10001.0,10.0,10.0,10001.0,10.0,10.0,10001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10001.0,10.0,10.0,10001.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0
